finalWorth,personName,age,country,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country,economic_class,education,continent,industry_sector,year,decade,e_class
6.9,Pauline MacMillan Keinath,89.0,United States,Food & Beverage,D,Female,1934-01-01 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1934.0,1930.0,Developed
6.9,Philippe Laffont,55.0,United States,Finance & Investments,U,Male,1967-09-16 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1967.0,1960.0,Developed
6.9,Igor Olenicoff,80.0,United States,Real Estate,U,Male,1942-09-20 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1942.0,1940.0,Developed
6.9,Ronda Stryker,68.0,United States,Healthcare,U,Female,1954-05-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1954.0,1950.0,Developed
6.8,Dannine Avara,59.0,United States,Energy,U,Female,1964-03-09 00:00:00,21427.7,78.5,36.6,1,,Americas,Energy & Industrials & Materials,1964.0,1960.0,Developed
6.8,Scott Duncan,40.0,United States,Energy,U,Male,1982-11-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1982.0,1980.0,Developed
6.8,Milane Frantz,53.0,United States,Energy,U,Female,1969-08-12 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Energy & Industrials & Materials,1969.0,1960.0,Developed
6.8,"Edward Johnson, IV.",58.0,United States,Finance & Investments,U,Male,1964-11-18 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1964.0,1960.0,Developed
6.8,Yuri Milner,61.0,United States,Finance & Investments,D,Male,1961-11-11 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1961.0,1960.0,Developed
6.8,Gordon Moore,94.0,United States,Technology,D,Male,1929-01-03 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Technology,1929.0,1920.0,Developed
6.8,John Overdeck,53.0,United States,Finance & Investments,U,Male,1969-12-21 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1969.0,1960.0,Developed
6.8,David Siegel,61.0,United States,Finance & Investments,U,Male,1961-07-15 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Financials,1961.0,1960.0,Developed
6.8,Randa Duncan Williams,61.0,United States,Energy,U,Female,1961-08-28 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1961.0,1960.0,Developed
6.7,Ken Fisher,72.0,United States,Finance & Investments,U,Male,1950-11-29 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1950.0,1950.0,Developed
6.7,Terrence Pegula,72.0,United States,Energy,U,Male,1951-03-27 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1951.0,1950.0,Developed
6.7,"Edward Roski, Jr.",84.0,United States,Real Estate,U,Male,1938-12-25 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1938.0,1930.0,Developed
6.7,John A. Sobrato & family,83.0,United States,Real Estate,U,Male,1939-05-23 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1939.0,1930.0,Developed
6.7,George Soros,92.0,United States,Finance & Investments,D,Male,1930-08-12 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1930.0,1930.0,Developed
6.7,David Sun,71.0,United States,Technology,U,Male,1951-10-12 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1951.0,1950.0,Developed
6.7,John Tu,81.0,United States,Technology,U,Male,1941-08-12 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1941.0,1940.0,Developed
6.6,Bubba Cathy,68.0,United States,Food & Beverage,U,Male,1954-04-22 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1954.0,1950.0,Developed
6.6,Dan Cathy,70.0,United States,Food & Beverage,U,Male,1953-03-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1953.0,1950.0,Developed
6.6,Trudy Cathy White,67.0,United States,Food & Beverage,U,Female,1955-12-17 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1955.0,1950.0,Developed
6.6,Bruce Kovner,78.0,United States,Finance & Investments,U,Male,1945-02-25 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1945.0,1940.0,Developed
6.6,"Henry Nicholas, III.",63.0,United States,Technology,U,Male,1959-10-08 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1959.0,1950.0,Developed
6.5,David Bonderman,80.0,United States,Finance & Investments,U,Male,1942-11-27 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Financials,1942.0,1940.0,Developed
6.5,Melinda French Gates,58.0,United States,Technology,U,Female,1964-08-15 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1964.0,1960.0,Developed
6.5,Annette Lerner & family,93.0,United States,Real Estate,N,Female,1930-02-27 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1930.0,1930.0,Developed
6.4,Stephen Bisciotti,62.0,United States,Sports,U,Male,1960-04-10 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1960.0,1960.0,Developed
6.4,Stanley Druckenmiller,69.0,United States,Finance & Investments,D,Male,1953-06-14 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1953.0,1950.0,Developed
6.4,Dennis Washington,88.0,United States,Logistics,D,Male,1934-07-27 00:00:00,21427.7,78.5,36.6,1,1.0,Americas,Service,1934.0,1930.0,Developed
6.1,Tom Gores,58.0,United States,Finance & Investments,U,Male,1964-07-31 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1964.0,1960.0,Developed
6.0,Neil Bluhm,85.0,United States,Real Estate,U,Male,1938-01-12 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Financials,1938.0,1930.0,Developed
6.0,Jay Chaudhry,63.0,United States,Technology,D,Male,1959-08-26 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1959.0,1950.0,Developed
6.0,Michael Milken,76.0,United States,Finance & Investments,U,Male,1946-07-04 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1946.0,1940.0,Developed
6.0,David Steward,71.0,United States,Technology,U,Male,1951-07-02 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1951.0,1950.0,Developed
6.0,Les Wexner & family,85.0,United States,Fashion & Retail,U,Male,1937-09-08 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1937.0,1930.0,Developed
5.9,Andreas Halvorsen,61.0,United States,Finance & Investments,D,Male,1961-04-23 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1961.0,1960.0,Developed
5.9,Antony Ressler,62.0,United States,Finance & Investments,U,Male,1960-10-12 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1960.0,1960.0,Developed
5.8,Josh Harris,58.0,United States,Finance & Investments,E,Male,1964-12-29 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1964.0,1960.0,Developed
5.8,Patrick Soon-Shiong,70.0,United States,Healthcare,D,Male,1952-07-29 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Service,1952.0,1950.0,Developed
5.7,John Brown,88.0,United States,Healthcare,U,Male,1934-09-15 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1934.0,1930.0,Developed
5.7,Daniel Ziff,51.0,United States,Finance & Investments,U,Male,1971-11-02 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1971.0,1970.0,Developed
5.7,Dirk Ziff,59.0,United States,Finance & Investments,U,Male,1964-04-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1964.0,1960.0,Developed
5.7,Robert Ziff,56.0,United States,Finance & Investments,U,Male,1966-08-12 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Financials,1966.0,1960.0,Developed
5.6,Ray Lee Hunt,79.0,United States,Energy,D,Male,1943-04-06 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1943.0,1940.0,Developed
5.6,Ken Langone,87.0,United States,Finance & Investments,D,Male,1935-09-16 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1935.0,1930.0,Developed
5.6,Karen Pritzker,65.0,United States,Finance & Investments,D,Female,1958-01-07 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1958.0,1950.0,Developed
5.6,Robert Rowling,69.0,United States,Service,U,Male,1953-09-26 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Service,1953.0,1950.0,Developed
5.5,Micky Arison,73.0,United States,Service,D,Male,1949-06-29 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Service,1949.0,1940.0,Developed
5.5,James Chambers,65.0,United States,Media & Entertainment,U,Male,1957-04-12 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1957.0,1950.0,Developed
5.5,John Collison,32.0,United States,Technology,D,Male,1990-08-06 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Technology,1990.0,1990.0,Developed
5.5,Patrick Collison,34.0,United States,Technology,D,Male,1988-09-09 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Technology,1988.0,1980.0,Developed
5.5,Archie Aldis Emmerson & family,93.0,United States,Manufacturing,U,Male,1929-04-10 00:00:00,21427.7,78.5,36.6,1,1.0,Americas,Energy & Industrials & Materials,1929.0,1920.0,Developed
5.5,Dan Friedkin,58.0,United States,Automotive,U,Male,1965-02-27 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1965.0,1960.0,Developed
5.5,Mitchell Rales,66.0,United States,Manufacturing,D,Male,1956-08-21 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1956.0,1950.0,Developed
5.5,Katharine Rayner,78.0,United States,Media & Entertainment,U,Female,1945-01-12 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1945.0,1940.0,Developed
5.5,Paul Singer,78.0,United States,Finance & Investments,U,Male,1944-08-22 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Financials,1944.0,1940.0,Developed
5.5,Margaretta Taylor,80.0,United States,Media & Entertainment,U,Female,1942-04-15 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1942.0,1940.0,Developed
5.4,Mat Ishbia,43.0,United States,Finance & Investments,U,Male,1980-01-06 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1980.0,1980.0,Developed
5.3,Todd Boehly,49.0,United States,Finance & Investments,U,Male,1973-09-20 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1973.0,1970.0,Developed
5.3,Rick Caruso,64.0,United States,Real Estate,U,Male,1959-01-07 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Financials,1959.0,1950.0,Developed
5.3,Elizabeth Johnson,59.0,United States,Finance & Investments,U,Female,1963-05-07 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1963.0,1960.0,Developed
5.3,Douglas Leone,65.0,United States,Finance & Investments,D,Male,1957-07-04 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1957.0,1950.0,Developed
5.3,Thomas Pritzker,72.0,United States,Finance & Investments,U,Male,1950-06-06 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1950.0,1950.0,Developed
5.3,Lynda Resnick,80.0,United States,Food & Beverage,Split Family Fortune,Female,1943-01-02 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1943.0,1940.0,Developed
5.3,Stewart Resnick,86.0,United States,Food & Beverage,Split Family Fortune,Male,1936-12-24 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1936.0,1930.0,Developed
5.3,Gary Rollins,78.0,United States,Service,E,Male,1944-08-30 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1944.0,1940.0,Developed
5.3,Mark Walter,62.0,United States,Finance & Investments,U,Male,1960-05-22 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1960.0,1960.0,Developed
5.3,Ronald Wanek,81.0,United States,Manufacturing,D,Male,1941-05-19 00:00:00,21427.7,78.5,36.6,1,1.0,Americas,Energy & Industrials & Materials,1941.0,1940.0,Developed
5.2,Alexandre Behring,56.0,United States,Finance & Investments,U,Male,1967-02-20 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Financials,1967.0,1960.0,Developed
5.2,Robert Faith,59.0,United States,Real Estate,N,Male,1963-10-03 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1963.0,1960.0,Developed
5.2,"Robert Rich, Jr.",82.0,United States,Food & Beverage,U,Male,1941-01-25 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Consumer Discretionary & Staples,1941.0,1940.0,Developed
5.2,Charles Simonyi,74.0,United States,Technology,D,Male,1948-09-10 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Technology,1948.0,1940.0,Developed
5.2,Ty Warner,78.0,United States,Real Estate,U,Male,1944-09-03 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Financials,1944.0,1940.0,Developed
5.2,Sam Zell,81.0,United States,Real Estate,D,Male,1941-09-28 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1941.0,1940.0,Developed
5.1,Charles B. Johnson,90.0,United States,Finance & Investments,E,Male,1933-01-06 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1933.0,1930.0,Developed
5.1,Sami Mnaymneh,61.0,United States,Finance & Investments,U,Male,1961-07-13 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1961.0,1960.0,Developed
5.1,Tony Tamer,65.0,United States,Finance & Investments,U,Male,1957-10-12 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1957.0,1950.0,Developed
5.1,Romesh T. Wadhwani,75.0,United States,Technology,U,Male,1947-08-25 00:00:00,21427.7,78.5,36.6,1,5.0,Americas,Technology,1947.0,1940.0,Developed
5.1,Hansjoerg Wyss,88.0,United States,Healthcare,U,Male,1935-01-01 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Service,1935.0,1930.0,Developed
5.1,Denise York & family,72.0,United States,Sports,U,Female,1950-10-21 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1950.0,1950.0,Developed
5.0,Ron Baron,79.0,United States,Finance & Investments,U,Male,1943-05-23 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1943.0,1940.0,Developed
5.0,Robert Bass,75.0,United States,Energy,D,Male,1948-03-19 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Energy & Industrials & Materials,1948.0,1940.0,Developed
5.0,"Robert Hale, Jr.",56.0,United States,Telecom,U,Male,1966-07-08 00:00:00,21427.7,78.5,36.6,1,,Americas,Technology,1966.0,1960.0,Developed
5.0,Jane Lauder,50.0,United States,Fashion & Retail,D,Female,1973-01-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1973.0,1970.0,Developed
5.0,George Lucas,78.0,United States,Media & Entertainment,D,Male,1944-05-14 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1944.0,1940.0,Developed
5.0,Janice McNair,86.0,United States,Sports,U,Female,1936-09-30 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1936.0,1930.0,Developed
4.9,Jim Davis & family,79.0,United States,Manufacturing,D,Male,1943-05-17 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1943.0,1940.0,Developed
4.9,Dagmar Dolby & family,81.0,United States,Technology,U,Female,1941-06-28 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1941.0,1940.0,Developed
4.9,Tom Golisano,81.0,United States,Service,D,Male,1941-11-14 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1941.0,1940.0,Developed
4.9,Jonathan Gray,53.0,United States,Finance & Investments,D,Male,1970-02-04 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1970.0,1970.0,Developed
4.9,Mark Shoen,72.0,United States,Automotive,U,Male,1950-11-20 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1950.0,1950.0,Developed
4.9,Dan Snyder,58.0,United States,Sports,U,Male,1964-11-23 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Consumer Discretionary & Staples,1964.0,1960.0,Developed
4.9,Kelcy Warren,67.0,United States,Energy,U,Male,1955-11-09 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1955.0,1950.0,Developed
4.8,Jimmy Haslam,69.0,United States,Fashion & Retail,U,Male,1954-03-09 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1954.0,1950.0,Developed
4.8,H. Fisk Johnson,64.0,United States,Manufacturing,U,Male,1958-05-19 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1958.0,1950.0,Developed
4.8,S. Curtis Johnson,67.0,United States,Manufacturing,U,Male,1955-05-05 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1955.0,1950.0,Developed
4.8,Helen Johnson-Leipold,66.0,United States,Manufacturing,U,Female,1956-12-30 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1956.0,1950.0,Developed
4.8,Vinod Khosla,68.0,United States,Technology,D,Male,1955-01-28 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Technology,1955.0,1950.0,Developed
4.8,Thai Lee,64.0,United States,Technology,U,Female,1958-11-27 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1958.0,1950.0,Developed
4.8,Winifred J. Marquart,63.0,United States,Manufacturing,U,Female,1959-04-06 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Energy & Industrials & Materials,1959.0,1950.0,Developed
4.7,Gayle Benson,76.0,United States,Sports,U,Female,1947-01-26 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1947.0,1940.0,Developed
4.7,Thomas Secunda,68.0,United States,Media & Entertainment,U,Male,1954-06-23 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1954.0,1950.0,Developed
4.7,Tim Sweeney,52.0,United States,Media & Entertainment,D,Male,1970-12-13 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1970.0,1970.0,Developed
4.6,Bert Beveridge,61.0,United States,Food & Beverage,U,Male,1962-01-01 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1962.0,1960.0,Developed
4.6,Mark Cuban,64.0,United States,Media & Entertainment,D,Male,1958-07-31 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1958.0,1950.0,Developed
4.6,Charles Dolan & family,96.0,United States,Media & Entertainment,D,Male,1926-10-16 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Consumer Discretionary & Staples,1926.0,1920.0,Developed
4.6,Jack Dorsey,46.0,United States,Technology,D,Male,1976-11-19 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Technology,1976.0,1970.0,Developed
4.6,Ronald Lauder,79.0,United States,Fashion & Retail,D,Male,1944-02-26 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1944.0,1940.0,Developed
4.6,Doug Meijer & family,69.0,United States,Fashion & Retail,Split Family Fortune,Male,1954-01-22 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1954.0,1950.0,Developed
4.6,Hank Meijer & family,71.0,United States,Fashion & Retail,Split Family Fortune,Male,1952-02-15 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1952.0,1950.0,Developed
4.6,Mark Meijer & family,65.0,United States,Fashion & Retail,Split Family Fortune,Male,1957-10-21 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1957.0,1950.0,Developed
4.6,Fred Smith,78.0,United States,Logistics,D,Male,1944-08-11 00:00:00,21427.7,78.5,36.6,1,,Americas,Service,1944.0,1940.0,Developed
4.6,Barry Sternlicht,62.0,United States,Finance & Investments,U,Male,1960-11-27 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1960.0,1960.0,Developed
4.6,Russ Weiner,52.0,United States,Food & Beverage,U,Male,1970-05-05 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Consumer Discretionary & Staples,1970.0,1970.0,Developed
4.5,Joseph Liemandt,54.0,United States,Technology,U,Male,1968-08-05 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Technology,1968.0,1960.0,Developed
4.5,Marc Rowan,60.0,United States,Finance & Investments,D,Male,1962-08-19 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1962.0,1960.0,Developed
4.4,Stéphane Bancel,50.0,United States,Healthcare,D,Male,1972-07-20 00:00:00,21427.7,78.5,36.6,1,4.0,Americas,Service,1972.0,1970.0,Developed
4.4,Margot Birmingham Perot,89.0,United States,Technology,U,Female,1933-11-15 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Technology,1933.0,1930.0,Developed
4.4,Neal Blue & family,88.0,United States,Manufacturing,U,Male,1935-04-04 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Energy & Industrials & Materials,1935.0,1930.0,Developed
4.4,Jim Davis,63.0,United States,Service,U,Male,1960-03-13 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Service,1960.0,1960.0,Developed
4.4,Jeffrey Lurie & family,71.0,United States,Sports,U,Male,1951-09-08 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1951.0,1950.0,Developed
4.4,Joe Mansueto,66.0,United States,Finance & Investments,D,Male,1956-09-03 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1956.0,1950.0,Developed
4.3,Behdad Eghbali,46.0,United States,Finance & Investments,U,Male,1976-05-06 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1976.0,1970.0,Developed
4.3,Jose E. Feliciano,49.0,United States,Finance & Investments,U,Male,1973-05-29 00:00:00,21427.7,78.5,36.6,1,,Americas,Financials,1973.0,1970.0,Developed
4.3,Johnelle Hunt,91.0,United States,Logistics,D,Female,1932-01-04 00:00:00,21427.7,78.5,36.6,1,2.0,Americas,Service,1932.0,1930.0,Developed
4.3,Marian Ilitch,90.0,United States,Food & Beverage,D,Female,1933-01-07 00:00:00,21427.7,78.5,36.6,1,1.0,Americas,Consumer Discretionary & Staples,1933.0,1930.0,Developed
4.3,Gwendolyn Sontheim Meyer,61.0,United States,Food & Beverage,D,Female,1961-10-27 00:00:00,21427.7,78.5,36.6,1,,Americas,Consumer Discretionary & Staples,1961.0,1960.0,Developed
4.3,Jay Paul,75.0,United States,Real Estate,U,Male,1947-07-08 00:00:00,21427.7,78.5,36.6,1,3.0,Americas,Financials,1947.0,1940.0,Developed
