rank,finalWorth,category,personName,age,country,source,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country
184,9800,Diversified,Vinod Adani,74,United Arab Emirates,"Infrastructure, commodities",Diversified,Split Family Fortune,M,1/10/1949 0:00,"$421,142,267,938.00",77.8,15.9
184,9800,Fashion & Retail,Nicolas Puech,80,Switzerland,Hermes,Fashion & Retail,U,M,1/29/1943 0:00,"$703,082,435,360.00",83.6,28.8
184,9800,Logistics,"Jacques Saadé, Jr.",51,France,Shipping,Logistics,Split Family Fortune,M,8/10/1971 0:00,"$2,715,518,274,227.00",82.5,60.7
184,9800,Logistics,Rodolphe Saadé,53,France,Shipping,Logistics,Split Family Fortune,M,3/3/1970 0:00,"$2,715,518,274,227.00",82.5,60.7
184,9800,Logistics,Tanya Saadé Zeenny,55,France,Shipping,Logistics,Split Family Fortune,F,2/1/1968 0:00,"$2,715,518,274,227.00",82.5,60.7
184,9800,Finance & Investments,Melker Schorling & family,75,Sweden,Investments,Finance & Investments,D,M,5/15/1947 0:00,"$530,832,908,738.00",82.5,49.1
190,9700,Manufacturing,Andrei Guriev & family,63,Russia,Fertilizers,Manufacturing,U,M,3/24/1960 0:00,"$1,699,876,578,871.00",72.7,46.2
190,9700,Finance & Investments,Michael Kim,59,South Korea,Private equity,Finance & Investments,U,M,10/1/1963 0:00,"$2,029,000,000,000.00",82.6,33.2
190,9700,Technology,Lei Jun,53,China,Smartphones,Technology,D,M,12/16/1969 0:00,"$19,910,000,000,000.00",77,59.2
190,9700,Manufacturing,Friedhelm Loh,76,Germany,Manufacturing,Manufacturing,U,M,8/15/1946 0:00,"$3,845,630,030,824.00",80.9,48.8
190,9700,Healthcare,Sun Piaoyang,64,China,Pharmaceuticals,Healthcare,D,M,9/1/1958 0:00,"$19,910,000,000,000.00",77,59.2
195,9600,Technology,Rick Cohen & family,70,United States,Warehouse automation,Technology,N,M,7/25/1952 0:00,"$21,427,700,000,000.00",78.5,36.6
195,9600,Energy,Jin Baofang,70,China,Solar panels,Energy,D,M,9/1/1952 0:00,"$19,910,000,000,000.00",77,59.2
195,9600,Manufacturing,Luo Liguo & family,67,China,Chemicals,Manufacturing,D,M,3/1/1956 0:00,"$19,910,000,000,000.00",77,59.2
195,9600,Food & Beverage,Marijke Mars,58,United States,"Candy, pet food",Food & Beverage,U,F,7/28/1964 0:00,"$21,427,700,000,000.00",78.5,36.6
195,9600,Food & Beverage,Pamela Mars,62,United States,"Candy, pet food",Food & Beverage,U,F,8/1/1960 0:00,"$21,427,700,000,000.00",78.5,36.6
195,9600,Food & Beverage,Valerie Mars,64,United States,"Candy, pet food",Food & Beverage,U,F,1/26/1959 0:00,"$21,427,700,000,000.00",78.5,36.6
195,9600,Food & Beverage,Victoria Mars,66,United States,"Candy, pet food",Food & Beverage,U,F,12/15/1956 0:00,"$21,427,700,000,000.00",78.5,36.6
202,9500,Finance & Investments,Vincent Bolloré & family,71,France,Investments,Finance & Investments,U,M,4/1/1952 0:00,"$2,715,518,274,227.00",82.5,60.7
202,9500,Diversified,Jim Pattison,94,Canada,Diversified,Diversified,D,M,10/1/1928 0:00,"$1,736,425,629,520.00",81.9,24.5
204,9400,Healthcare,Ernesto Bertarelli,57,Switzerland,"Biotech, investments",Healthcare,U,M,9/22/1965 0:00,"$703,082,435,360.00",83.6,28.8
204,9400,Technology,Wang Xing,44,China,Food delivery,Technology,D,M,2/18/1979 0:00,"$19,910,000,000,000.00",77,59.2
206,9300,Technology,Brian Chesky,41,United States,Airbnb,Technology,D,M,8/29/1981 0:00,"$21,427,700,000,000.00",78.5,36.6
206,9300,Manufacturing,James Dyson,75,United Kingdom,Vacuums,Manufacturing,U,M,5/2/1947 0:00,"$2,827,113,184,696.00",81.3,30.6
208,9200,Diversified,Roman Abramovich & family,56,Russia,"Steel, investments",Diversified,U,M,10/24/1966 0:00,"$1,699,876,578,871.00",72.7,46.2
208,9200,Diversified,Antonia Ax:son Johnson & family,79,Sweden,Diversified,Diversified,U,F,9/6/1943 0:00,"$530,832,908,738.00",82.5,49.1
208,9200,Energy,Daniel Kretinsky,47,Czech Republic,"Energy, investments",Energy,U,M,7/9/1975 0:00,"$246,489,245,495.00",79,46.1
208,9200,Media & Entertainment,John Malone,82,United States,Cable television,Media & Entertainment,U,M,3/7/1941 0:00,"$21,427,700,000,000.00",78.5,36.6
208,9200,Technology,Azim Premji,77,India,Software services,Technology,D,M,7/24/1945 0:00,"$2,611,000,000,000.00",69.4,49.7
208,9200,Finance & Investments,Charles Schwab,85,United States,Discount brokerage,Finance & Investments,D,M,7/29/1937 0:00,"$21,427,700,000,000.00",78.5,36.6
208,9200,Fashion & Retail,Eric Smidt,63,United States,Hardware stores,Fashion & Retail,U,M,1/1/1960 0:00,"$21,427,700,000,000.00",78.5,36.6
215,9000,Technology,David Cheriton,72,United States,Google,Technology,D,M,3/29/1951 0:00,"$21,427,700,000,000.00",78.5,36.6
215,9000,Metals & Mining,Ivan Glasenberg,66,Switzerland,Mining,Metals & Mining,D,M,1/7/1957 0:00,"$703,082,435,360.00",83.6,28.8
215,9000,Real Estate,Alexander Otto,55,Germany,Real estate,Real Estate,D,M,7/7/1967 0:00,"$3,845,630,030,824.00",80.9,48.8
215,9000,Food & Beverage,Anthony von Mandl,73,Canada,Alcoholic beverages,Food & Beverage,U,M,3/10/1950 0:00,"$1,736,425,629,520.00",81.9,24.5
215,9000,Manufacturing,Wang Liping & family,57,China,Hydraulic machinery,Manufacturing,U,M,2/24/1966 0:00,"$19,910,000,000,000.00",77,59.2
220,8900,Food & Beverage,Finn Rausing,68,United Kingdom,Packaging,Food & Beverage,D,M,1/1/1955 0:00,"$2,827,113,184,696.00",81.3,30.6
220,8900,Food & Beverage,Jorn Rausing,63,United Kingdom,Packaging,Food & Beverage,D,M,1/1/1960 0:00,"$2,827,113,184,696.00",81.3,30.6
220,8900,Food & Beverage,Kirsten Rausing,70,United Kingdom,Packaging,Food & Beverage,D,F,6/6/1952 0:00,"$2,827,113,184,696.00",81.3,30.6
223,8800,Fashion & Retail,Tatyana Bakalchuk,47,Russia,Ecommerce,Fashion & Retail,U,F,10/16/1975 0:00,"$1,699,876,578,871.00",72.7,46.2
223,8800,Technology,John Doerr,71,United States,Venture capital,Technology,D,M,6/29/1951 0:00,"$21,427,700,000,000.00",78.5,36.6
223,8800,Technology,Richard Liu,49,China,E-commerce,Technology,D,M,3/10/1974 0:00,"$19,910,000,000,000.00",77,59.2
223,8800,Technology,Dustin Moskovitz,38,United States,Facebook,Technology,D,M,5/22/1984 0:00,"$21,427,700,000,000.00",78.5,36.6
223,8800,Technology,Pierre Omidyar,55,United States,"EBay, PayPal",Technology,D,M,6/21/1967 0:00,"$21,427,700,000,000.00",78.5,36.6
223,8800,Energy,Pei Zhenhua,64,China,Batteries,Energy,D,M,1/1/1959 0:00,"$19,910,000,000,000.00",77,59.2
223,8800,Energy,Carrie Perrodo & family,72,United Kingdom,Oil,Energy,U,F,1/1/1951 0:00,"$2,827,113,184,696.00",81.3,30.6
230,8700,Manufacturing,Chen Jianhua,52,China,Chemicals,Manufacturing,U,M,1/1/1971 0:00,"$19,910,000,000,000.00",77,59.2
230,8700,Fashion & Retail,Michael Otto,79,Germany,"Retail, real estate",Fashion & Retail,D,M,4/12/1943 0:00,"$3,845,630,030,824.00",80.9,48.8
232,8600,Finance & Investments,Leon Black,71,United States,Private equity,Finance & Investments,D,M,7/31/1951 0:00,"$21,427,700,000,000.00",78.5,36.6
232,8600,Finance & Investments,Graeme Hart,67,New Zealand,Investments,Finance & Investments,D,M,6/6/1955 0:00,"$206,928,765,544.00",81.9,34.6
232,8600,Food & Beverage,Ravi Jaipuria,68,India,"Soft drinks, fast food",Food & Beverage,U,M,11/28/1954 0:00,"$2,611,000,000,000.00",69.4,49.7
232,8600,Technology,Hasso Plattner & family,79,Germany,Software,Technology,U,M,1/21/1944 0:00,"$3,845,630,030,824.00",80.9,48.8
232,8600,Food & Beverage,Carlos Alberto Sicupira & family,75,Switzerland,Beer,Food & Beverage,U,M,1/1/1948 0:00,"$703,082,435,360.00",83.6,28.8
232,8600,Real Estate,Manuel Villar,73,Philippines,Real estate,Real Estate,U,M,12/13/1949 0:00,"$376,795,508,680.00",71.1,43.1
232,8600,Technology,Andreas von Bechtolsheim & family,67,United States,Google,Technology,D,M,9/30/1955 0:00,"$21,427,700,000,000.00",78.5,36.6
239,8500,Finance & Investments,"Chase Coleman, III.",47,United States,Investments,Finance & Investments,D,M,6/21/1975 0:00,"$21,427,700,000,000.00",78.5,36.6
239,8500,Fashion & Retail,Ann Walton Kroenke,74,United States,Walmart,Fashion & Retail,D,F,12/18/1948 0:00,"$21,427,700,000,000.00",78.5,36.6
239,8500,Manufacturing,Li Zhenguo & family,55,China,Solar wafers and modules,Manufacturing,D,M,1/1/1968 0:00,"$19,910,000,000,000.00",77,59.2
242,8400,Media & Entertainment,Jim Kennedy,75,United States,"Media, automotive",Media & Entertainment,U,M,11/29/1947 0:00,"$21,427,700,000,000.00",78.5,36.6
242,8400,Metals & Mining,Nicky Oppenheimer & family,77,South Africa,Diamonds,Metals & Mining,D,M,6/8/1945 0:00,"$351,431,649,241.00",63.9,29.2
242,8400,Media & Entertainment,Blair Parry-Okeden,72,Australia,"Media, automotive",Media & Entertainment,U,F,5/21/1950 0:00,"$1,392,680,589,329.00",82.7,47.4
242,8400,Metals & Mining,Zheng Shuliang & family,77,China,Aluminum products,Metals & Mining,D,F,1/1/1946 0:00,"$19,910,000,000,000.00",77,59.2
246,8300,Fashion & Retail,John Morris,75,United States,Sporting goods retail,Fashion & Retail,U,M,3/19/1948 0:00,"$21,427,700,000,000.00",78.5,36.6
246,8300,Fashion & Retail,Stefano Pessina,81,Monaco,Drugstores,Fashion & Retail,D,M,6/4/1941 0:00,"$7,184,844,193.00",,
246,8300,Finance & Investments,Francine von Finck & family,,Switzerland,Investments,Finance & Investments,D,F,,"$703,082,435,360.00",83.6,28.8
249,8200,Real Estate,Francis Choi,75,Hong Kong,Real estate,Real Estate,U,M,9/18/1947 0:00,,,
249,8200,Energy,German Khan,61,Russia,"Oil, banking, telecom",Energy,U,M,10/24/1961 0:00,"$1,699,876,578,871.00",72.7,46.2
249,8200,Diversified,Abdulsamad Rabiu,62,Nigeria,"Cement, sugar",Diversified,U,M,8/4/1960 0:00,"$448,120,428,859.00",54.3,34.8
249,8200,Finance & Investments,George Roberts,79,United States,Private equity,Finance & Investments,U,M,9/14/1943 0:00,"$21,427,700,000,000.00",78.5,36.6
249,8200,Real Estate,Kushal Pal Singh,91,India,Real estate,Real Estate,D,M,8/15/1931 0:00,"$2,611,000,000,000.00",69.4,49.7
249,8200,Real Estate,Wang Jianlin,68,China,Real estate,Real Estate,D,M,10/1/1954 0:00,"$19,910,000,000,000.00",77,59.2
249,8200,Real Estate,Yang Huiyan & family,41,China,Real estate,Real Estate,D,F,9/27/1981 0:00,"$19,910,000,000,000.00",77,59.2
256,8100,Diversified,Laurent Dassault,69,France,Diversified,Diversified,D,M,7/7/1953 0:00,"$2,715,518,274,227.00",82.5,60.7
256,8100,Diversified,Thierry Dassault,66,France,Diversified,Diversified,D,M,3/26/1957 0:00,"$2,715,518,274,227.00",82.5,60.7
256,8100,Food & Beverage,Tilman Fertitta,65,United States,"Houston Rockets, entertainment",Food & Beverage,U,M,6/25/1957 0:00,"$21,427,700,000,000.00",78.5,36.6
256,8100,Diversified,Marie-Hélène Habert-Dassault,58,France,Diversified,Diversified,D,F,4/4/1965 0:00,"$2,715,518,274,227.00",82.5,60.7
256,8100,Gambling & Casinos,Karel Komarek,54,Switzerland,"Oil and gas, IT, lotteries",Gambling & Casinos,U,M,3/15/1969 0:00,"$703,082,435,360.00",83.6,28.8
261,8000,Technology,Nathan Blecharczyk,39,United States,Airbnb,Technology,D,M,6/11/1983 0:00,"$21,427,700,000,000.00",78.5,36.6
261,8000,Energy,Leonid Fedun,66,Russia,Oil,Energy,U,M,4/5/1956 0:00,"$1,699,876,578,871.00",72.7,46.2
261,8000,Fashion & Retail,Bernard Marcus,93,United States,Home Depot,Fashion & Retail,D,M,5/12/1929 0:00,"$21,427,700,000,000.00",78.5,36.6
261,8000,Finance & Investments,Patrick Ryan,85,United States,Insurance,Finance & Investments,E,M,5/15/1937 0:00,"$21,427,700,000,000.00",78.5,36.6
261,8000,Finance & Investments,Robert F. Smith,60,United States,Private equity,Finance & Investments,U,M,12/1/1962 0:00,"$21,427,700,000,000.00",78.5,36.6
261,8000,Metals & Mining,Pavel Tykac,58,Czech Republic,Coal mines,Metals & Mining,U,M,5/15/1964 0:00,"$246,489,245,495.00",79,46.1
261,8000,Finance & Investments,Eric Wittouck,76,Monaco,Investments,Finance & Investments,D,M,10/1/1946 0:00,"$7,184,844,193.00",,
268,7900,Finance & Investments,Orlando Bravo,52,United States,Private equity,Finance & Investments,U,M,9/23/1970 0:00,"$21,427,700,000,000.00",78.5,36.6
268,7900,Fashion & Retail,Ding Shizhong,52,China,Sports apparel,Fashion & Retail,U,M,12/1/1970 0:00,"$19,910,000,000,000.00",77,59.2
268,7900,Fashion & Retail,Nancy Walton Laurie,71,United States,Walmart,Fashion & Retail,D,F,5/15/1951 0:00,"$21,427,700,000,000.00",78.5,36.6
268,7900,Technology,Jay Y. Lee,54,South Korea,Samsung,Technology,D,M,6/23/1968 0:00,"$2,029,000,000,000.00",82.6,33.2
268,7900,Finance & Investments,Ramzi Musallam,54,United States,Private equity,Finance & Investments,U,M,9/17/1968 0:00,"$21,427,700,000,000.00",78.5,36.6
268,7900,Finance & Investments,David Shaw,72,United States,Hedge funds,Finance & Investments,U,M,3/29/1951 0:00,"$21,427,700,000,000.00",78.5,36.6
268,7900,Metals & Mining,Andrei Skoch & family,57,Russia,Metals and mining,Metals & Mining,U,M,1/30/1966 0:00,"$1,699,876,578,871.00",72.7,46.2
268,7900,Diversified,Georg Stumpf,50,Austria,"Real estate, construction",Diversified,E,M,9/14/1972 0:00,"$446,314,739,528.00",81.6,51.4
276,7800,Telecom,Rocco Commisso,73,United States,Telecom,Telecom,U,M,11/25/1949 0:00,"$21,427,700,000,000.00",78.5,36.6
276,7800,Manufacturing,Li Shuirong & family,66,China,Petrochemicals,Manufacturing,D,M,7/1/1956 0:00,"$19,910,000,000,000.00",77,59.2
276,7800,Manufacturing,Lin Shu-hong,94,Taiwan,Petrochemicals,Manufacturing,U,M,8/1/1928 0:00,,,
276,7800,Technology,Qi Shi & family,53,China,Financial information,Technology,D,M,1/3/1970 0:00,"$19,910,000,000,000.00",77,59.2
276,7800,Manufacturing,Yao Liangsong,58,China,Furniture,Manufacturing,D,M,8/1/1964 0:00,"$19,910,000,000,000.00",77,59.2
276,7800,Fashion & Retail,Zhang Congyuan,75,Taiwan,Shoes,Fashion & Retail,D,M,1/1/1948 0:00,,,
282,7700,Food & Beverage,Jean-Michel Besnier,55,France,Cheese,Food & Beverage,D,M,6/5/1967 0:00,"$2,715,518,274,227.00",82.5,60.7
282,7700,Food & Beverage,Marie Besnier Beauvalot,42,France,Cheese,Food & Beverage,D,F,7/30/1980 0:00,"$2,715,518,274,227.00",82.5,60.7
282,7700,Media & Entertainment,David Geffen,80,United States,"Movies, record labels",Media & Entertainment,D,M,2/21/1943 0:00,"$21,427,700,000,000.00",78.5,36.6
282,7700,Technology,Robin Li,54,China,Internet search,Technology,U,M,11/17/1968 0:00,"$19,910,000,000,000.00",77,59.2
282,7700,Service,Liu Yonghao & family,71,China,Agribusiness,Service,D,M,9/1/1951 0:00,"$19,910,000,000,000.00",77,59.2
282,7700,Technology,Henry Samueli,68,United States,Semiconductors,Technology,U,M,9/20/1954 0:00,"$21,427,700,000,000.00",78.5,36.6
282,7700,Healthcare,Reinhold Schmieding,68,United States,Medical devices,Healthcare,U,M,1/3/1955 0:00,"$21,427,700,000,000.00",78.5,36.6
282,7700,Real Estate,Ivar Tollefsen,61,Norway,Real estate,Real Estate,U,M,6/23/1961 0:00,"$403,336,363,636.00",82.8,36.2
290,7600,Energy,Cao Renxian,54,China,Photovoltaic equipment,Energy,D,M,7/24/1968 0:00,"$19,910,000,000,000.00",77,59.2
290,7600,Healthcare,Hasmukh Chudgar & family,89,India,Pharmaceuticals,Healthcare,U,M,9/19/1933 0:00,"$2,611,000,000,000.00",69.4,49.7
290,7600,Manufacturing,Andrew Currie,67,United Kingdom,Chemicals,Manufacturing,U,M,12/4/1955 0:00,"$2,827,113,184,696.00",81.3,30.6
290,7600,Technology,Joe Gebbia,41,United States,Airbnb,Technology,D,M,8/21/1981 0:00,"$21,427,700,000,000.00",78.5,36.6
290,7600,Real Estate,Philip Ng,64,Singapore,Real Estate,Real Estate,Split Family Fortune,M,1/1/1959 0:00,"$372,062,527,489.00",83.1,21
290,7600,Manufacturing,John Reece,66,United Kingdom,Chemicals,Manufacturing,U,M,3/7/1957 0:00,"$2,827,113,184,696.00",81.3,30.6
290,7600,Real Estate,Leonard Stern,85,United States,Real estate,Real Estate,U,M,3/28/1938 0:00,"$21,427,700,000,000.00",78.5,36.6
290,7600,Technology,Joseph Tsai,59,Hong Kong,E-commerce,Technology,D,M,1/19/1964 0:00,,,
290,7600,Healthcare,Zhong Huijuan,62,China,Pharmaceuticals,Healthcare,D,F,1/1/1961 0:00,"$19,910,000,000,000.00",77,59.2
299,7500,Sports,Arthur Blank,80,United States,Home Depot,Sports,U,M,9/27/1942 0:00,"$21,427,700,000,000.00",78.5,36.6
299,7500,Fashion & Retail,Charles Butt,85,United States,Supermarkets,Fashion & Retail,R,M,2/3/1938 0:00,"$21,427,700,000,000.00",78.5,36.6
299,7500,Fashion & Retail,Ding Shijia,59,China,Sports apparel,Fashion & Retail,D,M,1/1/1964 0:00,"$19,910,000,000,000.00",77,59.2
299,7500,Finance & Investments,"Paul Tudor Jones, II.",68,United States,Hedge funds,Finance & Investments,U,M,9/28/1954 0:00,"$21,427,700,000,000.00",78.5,36.6
299,7500,Finance & Investments,Henry Kravis,79,United States,Private equity,Finance & Investments,D,M,1/6/1944 0:00,"$21,427,700,000,000.00",78.5,36.6
299,7500,Food & Beverage,Zhang Yong,52,Singapore,Restaurants,Food & Beverage,U,M,7/1/1970 0:00,"$372,062,527,489.00",83.1,21
305,7400,Technology,James Goodnight,80,United States,Software,Technology,U,M,1/6/1943 4:00,"$21,427,700,000,000.00",78.5,36.6
305,7400,Manufacturing,Sri Prakash Lohia,70,United Kingdom,Petrochemicals,Manufacturing,U,M,8/11/1952 0:00,"$2,827,113,184,696.00",81.3,30.6
305,7400,Fashion & Retail,Ma Jianrong,59,China,"Textiles, apparel",Fashion & Retail,D,M,1/1/1964 0:00,"$19,910,000,000,000.00",77,59.2
305,7400,Real Estate,Robert Ng,71,Singapore,Real estate,Real Estate,Split Family Fortune,M,1/1/1952 0:00,"$372,062,527,489.00",83.1,21
305,7400,Manufacturing,Steven Rales,72,United States,"Manufacturing, investments",Manufacturing,D,M,3/31/1951 0:00,"$21,427,700,000,000.00",78.5,36.6
305,7400,Construction & Engineering,Nassef Sawiris,62,Egypt,"Construction, investments",Construction & Engineering,D,M,1/19/1961 0:00,"$303,175,127,598.00",71.8,44.4
305,7400,Food & Beverage,Harry Stine,81,United States,Agriculture,Food & Beverage,U,M,11/30/1941 0:00,"$21,427,700,000,000.00",78.5,36.6
312,7300,Manufacturing,Benu Gopal Bangur,91,India,Cement,Manufacturing,U,M,6/1/1931 0:00,"$2,611,000,000,000.00",69.4,49.7
312,7300,Metals & Mining,Iskander Makhmudov,59,Russia,"Mining, metals, machinery",Metals & Mining,U,M,12/5/1963 0:00,"$1,699,876,578,871.00",72.7,46.2
312,7300,Fashion & Retail,Anders Holch Povlsen,50,Denmark,Fashion retail,Fashion & Retail,D,M,11/4/1972 0:00,"$348,078,018,464.00",81,23.8
312,7300,Logistics,Enrique Razon Jr.,63,Philippines,Ports,Logistics,U,M,3/3/1960 0:00,"$376,795,508,680.00",71.1,43.1
312,7300,Technology,Wang Laichun,55,China,Electronics components,Technology,D,F,6/3/1967 0:00,"$19,910,000,000,000.00",77,59.2
317,7200,Finance & Investments,Arthur Dantchik,65,United States,"Trading, investments",Finance & Investments,N,M,11/25/1957 0:00,"$21,427,700,000,000.00",78.5,36.6
317,7200,Technology,Terry Gou,72,Taiwan,Electronics,Technology,U,M,10/18/1950 0:00,,,
317,7200,Real Estate,Jeff Greene,68,United States,"Real estate, investments",Real Estate,U,M,12/10/1954 0:00,"$21,427,700,000,000.00",78.5,36.6
317,7200,Finance & Investments,Don Hankey,79,United States,Auto loans,Finance & Investments,U,M,6/13/1943 0:00,"$21,427,700,000,000.00",78.5,36.6
317,7200,Energy,Richard Kinder,78,United States,Pipelines,Energy,D,M,10/19/1944 0:00,"$21,427,700,000,000.00",78.5,36.6
317,7200,Finance & Investments,Guillaume Pousaz,41,United Arab Emirates,Fintech,Finance & Investments,D,M,8/15/1981 0:00,"$421,142,267,938.00",77.8,15.9
317,7200,Fashion & Retail,Takahisa Takahara,61,Japan,Personal care goods,Fashion & Retail,U,M,7/12/1961 0:00,"$5,081,769,542,380.00",84.2,46.7
317,7200,Food & Beverage,Zong Qinghou,77,China,Beverages,Food & Beverage,D,M,10/1/1945 0:00,"$19,910,000,000,000.00",77,59.2
325,7100,Technology,Judy Faulkner,79,United States,Healthcare software,Technology,U,F,8/1/1943 0:00,"$21,427,700,000,000.00",78.5,36.6
325,7100,Gambling & Casinos,Johann Graf,76,Austria,Gambling,Gambling & Casinos,U,M,1/3/1947 0:00,"$446,314,739,528.00",81.6,51.4
325,7100,Service,Tamara Gustavson,61,United States,Self storage,Service,D,F,11/16/1961 0:00,"$21,427,700,000,000.00",78.5,36.6
325,7100,Manufacturing,Liang Wengen,66,China,Construction equipment,Manufacturing,D,M,12/14/1956 0:00,"$19,910,000,000,000.00",77,59.2
325,7100,Healthcare,Frederik Paulsen,72,Switzerland,Health care,Healthcare,D,M,10/30/1950 0:00,"$703,082,435,360.00",83.6,28.8
325,7100,Finance & Investments,Wee Cho Yaw,94,Singapore,Banking,Finance & Investments,D,M,1/10/1929 0:00,"$372,062,527,489.00",83.1,21
325,7100,Manufacturing,Zhang Hejun,71,China,Electronics,Manufacturing,U,M,1/1/1952 0:00,"$19,910,000,000,000.00",77,59.2
332,7000,Technology,Marc Benioff,58,United States,Business software,Technology,D,M,9/25/1964 0:00,"$21,427,700,000,000.00",78.5,36.6
332,7000,Media & Entertainment,Dmitri Bukhman,37,United Kingdom,Online games,Media & Entertainment,D,M,5/27/1985 0:00,"$2,827,113,184,696.00",81.3,30.6
332,7000,Media & Entertainment,Igor Bukhman,41,United Kingdom,Online games,Media & Entertainment,D,M,3/29/1982 0:00,"$2,827,113,184,696.00",81.3,30.6
