finalWorth,personName,age,country,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country,economic_class,education,region
5500,Dan Friedkin,58.0,United States,Automotive,U,M,1965-02-27 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5500,Mitchell Rales,66.0,United States,Manufacturing,D,M,1956-08-21 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5500,Katharine Rayner,78.0,United States,Media & Entertainment,U,F,1945-01-12 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
5500,Paul Singer,78.0,United States,Finance & Investments,U,M,1944-08-22 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
5500,Margaretta Taylor,80.0,United States,Media & Entertainment,U,F,1942-04-15 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
5400,Mat Ishbia,43.0,United States,Finance & Investments,U,M,1980-01-06 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5300,Todd Boehly,49.0,United States,Finance & Investments,U,M,1973-09-20 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
5300,Rick Caruso,64.0,United States,Real Estate,U,M,1959-01-07 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
5300,Elizabeth Johnson,59.0,United States,Finance & Investments,U,F,1963-05-07 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5300,Douglas Leone,65.0,United States,Finance & Investments,D,M,1957-07-04 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
5300,Thomas Pritzker,72.0,United States,Finance & Investments,U,M,1950-06-06 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5300,Lynda Resnick,80.0,United States,Food & Beverage,Split Family Fortune,F,1943-01-02 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
5300,Stewart Resnick,86.0,United States,Food & Beverage,Split Family Fortune,M,1936-12-24 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
5300,Gary Rollins,78.0,United States,Service,E,M,1944-08-30 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5300,Mark Walter,62.0,United States,Finance & Investments,U,M,1960-05-22 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5300,Ronald Wanek,81.0,United States,Manufacturing,D,M,1941-05-19 00:00:00,21427700000000.0,78.5,36.6,1,1,Americas
5200,Alexandre Behring,56.0,United States,Finance & Investments,U,M,1967-02-20 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
5200,Robert Faith,59.0,United States,Real Estate,N,M,1963-10-03 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
5200,"Robert Rich, Jr.",82.0,United States,Food & Beverage,U,M,1941-01-25 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
5200,Charles Simonyi,74.0,United States,Technology,D,M,1948-09-10 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
5200,Ty Warner,78.0,United States,Real Estate,U,M,1944-09-03 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
5200,Sam Zell,81.0,United States,Real Estate,D,M,1941-09-28 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5100,Charles B. Johnson,90.0,United States,Finance & Investments,E,M,1933-01-06 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5100,Sami Mnaymneh,61.0,United States,Finance & Investments,U,M,1961-07-13 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5100,Tony Tamer,65.0,United States,Finance & Investments,U,M,1957-10-12 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
5100,Romesh T. Wadhwani,75.0,United States,Technology,U,M,1947-08-25 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
5100,Hansjoerg Wyss,88.0,United States,Healthcare,U,M,1935-01-01 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
5100,Denise York & family,72.0,United States,Sports,U,F,1950-10-21 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
5000,Ron Baron,79.0,United States,Finance & Investments,U,M,1943-05-23 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5000,Robert Bass,75.0,United States,Energy,D,M,1948-03-19 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
5000,"Robert Hale, Jr.",56.0,United States,Telecom,U,M,1966-07-08 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
5000,Jane Lauder,50.0,United States,Fashion & Retail,D,F,1973-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5000,George Lucas,78.0,United States,Media & Entertainment,D,M,1944-05-14 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
5000,Janice McNair,86.0,United States,Sports,U,F,1936-09-30 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4900,Jim Davis & family,79.0,United States,Manufacturing,D,M,1943-05-17 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4900,Dagmar Dolby & family,81.0,United States,Technology,U,F,1941-06-28 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4900,Tom Golisano,81.0,United States,Service,D,M,1941-11-14 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4900,Jonathan Gray,53.0,United States,Finance & Investments,D,M,1970-02-04 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4900,Mark Shoen,72.0,United States,Automotive,U,M,1950-11-20 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4900,Dan Snyder,58.0,United States,Sports,U,M,1964-11-23 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
4900,Kelcy Warren,67.0,United States,Energy,U,M,1955-11-09 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4800,Jimmy Haslam,69.0,United States,Fashion & Retail,U,M,1954-03-09 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4800,H. Fisk Johnson,64.0,United States,Manufacturing,U,M,1958-05-19 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4800,S. Curtis Johnson,67.0,United States,Manufacturing,U,M,1955-05-05 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4800,Helen Johnson-Leipold,66.0,United States,Manufacturing,U,F,1956-12-30 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4800,Vinod Khosla,68.0,United States,Technology,D,M,1955-01-28 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
4800,Thai Lee,64.0,United States,Technology,U,F,1958-11-27 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4800,Winifred J. Marquart,63.0,United States,Manufacturing,U,F,1959-04-06 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
4700,Gayle Benson,76.0,United States,Sports,U,F,1947-01-26 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4700,Thomas Secunda,68.0,United States,Media & Entertainment,U,M,1954-06-23 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4700,Tim Sweeney,52.0,United States,Media & Entertainment,D,M,1970-12-13 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4600,Bert Beveridge,61.0,United States,Food & Beverage,U,M,1962-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4600,Mark Cuban,64.0,United States,Media & Entertainment,D,M,1958-07-31 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4600,Charles Dolan & family,96.0,United States,Media & Entertainment,D,M,1926-10-16 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
4600,Jack Dorsey,46.0,United States,Technology,D,M,1976-11-19 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
4600,Ronald Lauder,79.0,United States,Fashion & Retail,D,M,1944-02-26 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4600,Doug Meijer & family,69.0,United States,Fashion & Retail,Split Family Fortune,M,1954-01-22 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4600,Hank Meijer & family,71.0,United States,Fashion & Retail,Split Family Fortune,M,1952-02-15 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4600,Mark Meijer & family,65.0,United States,Fashion & Retail,Split Family Fortune,M,1957-10-21 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4600,Fred Smith,78.0,United States,Logistics,D,M,1944-08-11 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4600,Barry Sternlicht,62.0,United States,Finance & Investments,U,M,1960-11-27 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4600,Russ Weiner,52.0,United States,Food & Beverage,U,M,1970-05-05 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4500,Joseph Liemandt,54.0,United States,Technology,U,M,1968-08-05 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
4500,Marc Rowan,60.0,United States,Finance & Investments,D,M,1962-08-19 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4400,Stéphane Bancel,50.0,United States,Healthcare,D,M,1972-07-20 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
4400,Margot Birmingham Perot,89.0,United States,Technology,U,F,1933-11-15 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4400,Neal Blue & family,88.0,United States,Manufacturing,U,M,1935-04-04 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4400,Jim Davis,63.0,United States,Service,U,M,1960-03-13 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4400,Jeffrey Lurie & family,71.0,United States,Sports,U,M,1951-09-08 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4400,Joe Mansueto,66.0,United States,Finance & Investments,D,M,1956-09-03 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4300,Behdad Eghbali,46.0,United States,Finance & Investments,U,M,1976-05-06 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4300,Jose E. Feliciano,49.0,United States,Finance & Investments,U,M,1973-05-29 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4300,Johnelle Hunt,91.0,United States,Logistics,D,F,1932-01-04 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
4300,Marian Ilitch,90.0,United States,Food & Beverage,D,F,1933-01-07 00:00:00,21427700000000.0,78.5,36.6,1,1,Americas
4300,Gwendolyn Sontheim Meyer,61.0,United States,Food & Beverage,D,F,1961-10-27 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4300,Jay Paul,75.0,United States,Real Estate,U,M,1947-07-08 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4300,Jon Stryker,64.0,United States,Healthcare,U,M,1958-05-03 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4300,Herbert Wertheim,83.0,United States,Finance & Investments,U,M,1939-05-23 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4200,Thomas Hagen,87.0,United States,Finance & Investments,U,M,1936-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4200,"Rupert Johnson, Jr.",82.0,United States,Finance & Investments,D,M,1940-08-10 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4200,Min Kao & family,74.0,United States,Technology,D,M,1949-01-10 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4200,Eric Lefkofsky,53.0,United States,Technology,U,M,1969-09-02 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4200,Michael Moritz,68.0,United States,Technology,D,M,1954-09-12 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4200,Jean (Gigi) Pritzker,60.0,United States,Service,U,F,1962-07-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4200,E. Joe Shoen,73.0,United States,Automotive,U,M,1949-10-28 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
4200,Jeff Skoll,58.0,United States,Technology,D,M,1965-01-16 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
4200,Lynsi Snyder,40.0,United States,Food & Beverage,E,F,1982-05-05 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4200,Peter Thiel,55.0,United States,Finance & Investments,D,M,1967-10-11 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4100,Nick Caporella,87.0,United States,Food & Beverage,U,M,1936-01-15 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4100,John Catsimatidis,74.0,United States,Energy,U,M,1948-09-07 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
4100,Scott Cook,70.0,United States,Technology,D,M,1952-07-26 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
4100,"Jeremy Jacobs, Sr. & family",83.0,United States,Service,U,M,1940-01-21 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4100,Mary Alice Dorrance Malone,73.0,United States,Food & Beverage,U,F,1950-02-03 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4100,Arturo Moreno,76.0,United States,Sports,U,M,1946-08-14 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4100,Donald Sterling,88.0,United States,Real Estate,U,M,1934-04-26 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4100,Ken Xie,60.0,United States,Technology,D,M,1963-01-26 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
4000,Sid Bass,80.0,United States,Energy,U,M,1942-04-09 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
4000,Ben Chestnut,48.0,United States,Technology,D,M,1974-06-15 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4000,Elisabeth DeLuca & family,75.0,United States,Food & Beverage,N,F,1947-07-25 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4000,John Henry,73.0,United States,Sports,U,M,1949-09-13 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4000,Travis Kalanick,46.0,United States,Technology,U,M,1976-08-06 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
4000,Dan Kurzius,51.0,United States,Technology,D,M,1971-12-01 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4000,Gail Miller,79.0,United States,Automotive,U,F,1943-10-14 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
4000,Isaac Perlmutter,80.0,United States,Media & Entertainment,D,M,1942-12-01 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
4000,"Bernard Saul, II.",90.0,United States,Finance & Investments,U,M,1932-04-15 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
4000,Steven Spielberg,76.0,United States,Media & Entertainment,U,M,1946-12-18 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3900,"Austen Cargill, II.",72.0,United States,Food & Beverage,D,M,1951-03-09 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
3900,"James Cargill, II.",73.0,United States,Food & Beverage,D,M,1949-04-07 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3900,W. Herbert Hunt,94.0,United States,Energy,D,M,1929-03-06 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3900,James Irsay,63.0,United States,Sports,U,M,1959-06-13 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3900,Marianne Liebmann,69.0,United States,Food & Beverage,D,F,1953-07-11 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3900,Gabe Newell,60.0,United States,Gambling & Casinos,E,M,1962-11-03 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
3900,Mark Stevens,63.0,United States,Finance & Investments,D,M,1960-02-17 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
3800,Barry Diller,81.0,United States,Media & Entertainment,D,M,1942-02-02 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
3800,Wesley Edens,61.0,United States,Finance & Investments,U,M,1961-10-31 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3800,Stephen Feinberg,63.0,United States,Finance & Investments,U,M,1960-03-29 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3800,Rakesh Gangwal,69.0,United States,Service,D,M,1953-07-25 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3800,Joseph Grendys,61.0,United States,Food & Beverage,U,M,1961-12-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3800,Martha Ingram & family,87.0,United States,Media & Entertainment,D,F,1935-08-20 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3800,"H. Ross Perot, Jr.",64.0,United States,Real Estate,U,M,1958-11-07 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3800,Trevor Rees-Jones,71.0,United States,Energy,D,M,1951-08-12 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3800,Steven Udvar-Hazy,77.0,United States,Service,D,M,1946-02-23 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3800,Elizabeth Uihlein,77.0,United States,Manufacturing,N,F,1945-07-07 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3800,Richard Uihlein,77.0,United States,Manufacturing,N,M,1945-08-27 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3700,Hayes Barnard,51.0,United States,Finance & Investments,N,M,1972-02-15 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3700,William Berkley,76.0,United States,Finance & Investments,E,M,1946-09-01 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
3700,Charles Cohen,71.0,United States,Real Estate,U,M,1952-02-08 00:00:00,21427700000000.0,78.5,36.6,1,5,Americas
3700,Brad Jacobs,66.0,United States,Logistics,E,M,1956-07-01 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3700,Jim Kavanaugh,60.0,United States,Technology,U,M,1962-10-17 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3700,Richard LeFrak & family,77.0,United States,Real Estate,E,M,1945-08-29 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3700,Daniel Och,62.0,United States,Finance & Investments,D,M,1961-01-27 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3700,Anthony Pritzker,62.0,United States,Service,E,M,1961-01-07 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3700,John Sall,75.0,United States,Technology,U,M,1948-04-04 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3700,Howard Schultz,69.0,United States,Food & Beverage,D,M,1953-07-19 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3700,Richard Schulze,82.0,United States,Fashion & Retail,D,M,1941-01-02 00:00:00,21427700000000.0,78.5,36.6,1,1,Americas
3600,Jim Coulter,63.0,United States,Finance & Investments,U,M,1959-12-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3600,Peter Kellogg,80.0,United States,Finance & Investments,E,M,1942-09-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3600,Josh Kushner,37.0,United States,Finance & Investments,U,M,1985-06-12 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3600,"Stephen Mandel, Jr.",67.0,United States,Finance & Investments,D,M,1956-03-12 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3600,J.B. Pritzker,58.0,United States,Finance & Investments,E,M,1965-01-19 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3600,Jerry Speyer & family,82.0,United States,Real Estate,E,M,1940-06-23 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3500,Rocco Basilico,33.0,United States,Fashion & Retail,N,M,1989-07-11 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3500,Daniel D'Aniello,76.0,United States,Finance & Investments,D,M,1946-09-14 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
3500,Claudio Del Vecchio,66.0,United States,Fashion & Retail,N,M,1957-02-26 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3500,Peter Gassner,58.0,United States,Technology,U,M,1965-02-26 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3500,Daniel Loeb,61.0,United States,Finance & Investments,D,M,1961-12-18 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3500,Ira Rennert,88.0,United States,Finance & Investments,D,M,1934-05-31 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3500,Scott Shleifer,45.0,United States,Finance & Investments,D,M,1977-06-14 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3500,Thomas Siebel,70.0,United States,Technology,E,M,1952-11-22 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3500,Michael Xie,54.0,United States,Technology,U,M,1969-02-20 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
3400,William Ackman,56.0,United States,Finance & Investments,U,M,1966-05-11 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
3400,"Amos Hostetter, Jr.",86.0,United States,Media & Entertainment,D,M,1937-01-12 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3400,Robert Johnson,75.0,United States,Sports,N,M,1947-04-12 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3400,Steven Klinsky,66.0,United States,Finance & Investments,E,M,1956-05-30 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
3400,William Lauder,62.0,United States,Fashion & Retail,D,M,1960-04-11 00:00:00,21427700000000.0,78.5,36.6,1,,Americas
3400,John Middleton,68.0,United States,Food & Beverage,E,M,1955-03-02 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3400,Bob Parsons,72.0,United States,Technology,E,M,1950-11-27 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3400,J. Joe Ricketts & family,81.0,United States,Finance & Investments,D,M,1941-07-16 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3400,Herb Simon,88.0,United States,Real Estate,D,M,1934-10-23 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3400,Eric Yuan & family,53.0,United States,Technology,D,M,1970-02-20 00:00:00,21427700000000.0,78.5,36.6,1,4,Americas
3400,Charles Zegar,75.0,United States,Media & Entertainment,U,M,1948-02-29 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3300,John Arnold,49.0,United States,Finance & Investments,E,M,1974-03-09 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3300,Bill Austin,81.0,United States,Manufacturing,U,M,1942-02-25 00:00:00,21427700000000.0,78.5,36.6,1,1,Americas
3300,Bennett Dorrance,77.0,United States,Food & Beverage,U,M,1946-02-09 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3300,Pablo Legorreta,59.0,United States,Finance & Investments,D,M,1963-10-30 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3300,Rodger Riney & family,77.0,United States,Finance & Investments,D,M,1946-01-01 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3300,Phil Ruffin,88.0,United States,Diversified,U,M,1935-03-17 00:00:00,21427700000000.0,78.5,36.6,1,2,Americas
3300,Jeffrey Talpins,48.0,United States,Finance & Investments,U,M,1975-03-06 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
3300,Carl Thoma,74.0,United States,Finance & Investments,U,M,1948-10-12 00:00:00,21427700000000.0,78.5,36.6,1,3,Americas
